Sr.No,Washer_Dryer,AC,Parking,Fireplace,Dishwasher,Hardwood_floors,Roofdeck,Storage
2982,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2983,Yes,Yes,Yes,Yes,Yes,No,No,No
2984,Yes,Yes,Yes,Yes,Yes,No,No,No
2985,Yes,Yes,Yes,Yes,Yes,No,No,No
2986,Yes,No,Yes,Yes,Yes,No,No,No
2987,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2988,Yes,Yes,Yes,Yes,Yes,No,No,No
2989,Yes,Yes,Yes,Yes,Yes,No,No,No
2990,Yes,Yes,Yes,Yes,Yes,No,No,No
2991,Yes,Yes,Yes,Yes,Yes,No,No,No
2992,Yes,Yes,Yes,Yes,Yes,No,No,No
2993,No,No,No,No,No,No,No,No
2994,Yes,Yes,Yes,Yes,Yes,No,No,No
2995,Yes,Yes,Yes,Yes,Yes,No,No,No
2996,Yes,Yes,Yes,Yes,Yes,No,No,No
2997,Yes,Yes,Yes,No,Yes,No,No,No
2998,Yes,Yes,Yes,Yes,Yes,No,No,No
2999,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3000,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3001,Yes,Yes,Yes,Yes,Yes,No,No,No
3002,Yes,Yes,Yes,Yes,Yes,No,No,No
3003,Yes,Yes,Yes,Yes,Yes,No,No,No
3004,Yes,Yes,Yes,Yes,Yes,No,No,No
3005,Yes,Yes,Yes,Yes,Yes,No,No,No
3006,Yes,Yes,Yes,Yes,Yes,No,No,No
3007,Yes,Yes,Yes,Yes,Yes,No,No,No
3008,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3009,Yes,Yes,Yes,Yes,Yes,No,No,No
3010,Yes,Yes,Yes,Yes,Yes,No,No,No
3011,Yes,Yes,Yes,Yes,Yes,No,No,No
3012,Yes,Yes,Yes,Yes,Yes,No,No,No
3013,Yes,Yes,Yes,Yes,Yes,No,No,No
3014,Yes,Yes,Yes,Yes,Yes,No,No,No
3015,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3016,Yes,Yes,Yes,Yes,No,No,No,Yes
3017,Yes,Yes,Yes,Yes,Yes,No,No,No
3018,Yes,Yes,Yes,Yes,Yes,No,No,No
3019,Yes,Yes,Yes,Yes,Yes,No,No,No
3020,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3021,Yes,Yes,Yes,Yes,Yes,No,No,No
3022,Yes,Yes,Yes,Yes,Yes,No,No,No
3023,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3024,Yes,Yes,Yes,Yes,Yes,No,No,No
3025,Yes,Yes,Yes,Yes,Yes,No,No,No
3026,Yes,Yes,Yes,Yes,Yes,No,No,No
3027,Yes,Yes,Yes,Yes,Yes,No,No,No
3028,Yes,Yes,Yes,Yes,Yes,No,No,No
3029,Yes,Yes,Yes,Yes,Yes,No,No,No
3030,Yes,Yes,Yes,No,Yes,No,No,No
3031,Yes,Yes,Yes,Yes,Yes,No,No,No
3032,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3033,Yes,Yes,Yes,Yes,Yes,No,No,No
3034,Yes,Yes,Yes,Yes,Yes,No,No,No
3035,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3036,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3037,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3038,Yes,Yes,Yes,Yes,Yes,No,No,No
3039,Yes,Yes,Yes,Yes,Yes,No,No,No
3040,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3041,Yes,Yes,Yes,No,Yes,No,No,No
3042,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3043,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3044,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3045,Yes,Yes,Yes,Yes,Yes,No,No,No
3046,Yes,Yes,Yes,Yes,Yes,No,No,No
3047,Yes,Yes,Yes,Yes,Yes,No,No,No
3048,Yes,Yes,Yes,Yes,Yes,No,No,No
3049,Yes,Yes,Yes,Yes,Yes,No,No,No
3050,Yes,Yes,Yes,Yes,Yes,No,No,No
3051,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3052,Yes,Yes,Yes,Yes,Yes,No,No,No
3053,Yes,Yes,Yes,Yes,Yes,No,No,No
3054,Yes,Yes,Yes,Yes,Yes,No,No,No
3055,Yes,Yes,Yes,Yes,Yes,No,No,No
3056,Yes,Yes,Yes,Yes,Yes,No,No,No
3057,Yes,Yes,Yes,No,Yes,No,No,Yes
3058,Yes,Yes,Yes,Yes,Yes,No,No,No
3059,Yes,Yes,Yes,Yes,Yes,No,No,No
3060,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3061,Yes,Yes,Yes,Yes,Yes,No,No,No
3062,Yes,Yes,Yes,Yes,Yes,No,No,No
3063,Yes,Yes,Yes,Yes,Yes,No,No,No
3064,Yes,Yes,Yes,Yes,Yes,No,No,No
3065,Yes,Yes,Yes,Yes,Yes,No,No,No
3066,Yes,Yes,Yes,Yes,Yes,No,No,No
3067,Yes,Yes,Yes,Yes,Yes,No,No,No
3068,Yes,Yes,Yes,Yes,Yes,No,No,No
3069,Yes,Yes,Yes,Yes,Yes,No,No,No
3070,Yes,Yes,Yes,Yes,Yes,No,No,No
3071,Yes,Yes,Yes,Yes,Yes,No,No,No
3072,Yes,Yes,Yes,Yes,Yes,No,No,No
3073,Yes,Yes,Yes,Yes,Yes,No,No,No
3074,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3075,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3076,Yes,Yes,Yes,Yes,Yes,No,No,No
3077,Yes,Yes,Yes,Yes,Yes,No,No,No
3078,Yes,Yes,Yes,Yes,Yes,No,No,No
3079,Yes,Yes,Yes,Yes,Yes,No,No,No
3080,Yes,Yes,Yes,Yes,Yes,No,No,No
3081,Yes,Yes,Yes,Yes,Yes,No,No,No
3082,Yes,Yes,Yes,Yes,Yes,No,No,No
3083,Yes,Yes,Yes,Yes,Yes,No,No,No
3084,Yes,Yes,No,Yes,Yes,No,No,No
3085,Yes,Yes,Yes,Yes,Yes,No,No,No
3086,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3087,Yes,Yes,Yes,Yes,Yes,No,No,No
3088,Yes,Yes,Yes,Yes,Yes,No,No,No
3089,Yes,Yes,Yes,Yes,Yes,No,No,No
3090,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3091,Yes,Yes,Yes,Yes,Yes,No,No,No
3092,Yes,Yes,Yes,Yes,Yes,No,No,No
3093,Yes,Yes,No,No,Yes,No,No,No
3094,Yes,Yes,Yes,Yes,Yes,No,No,No
3095,Yes,Yes,Yes,Yes,Yes,No,No,No
3096,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3097,No,No,No,No,No,No,No,No
3098,Yes,Yes,Yes,Yes,Yes,No,No,No
3099,Yes,Yes,Yes,Yes,Yes,No,No,No
3100,Yes,Yes,Yes,Yes,Yes,No,No,No
3101,Yes,Yes,Yes,Yes,Yes,No,No,No
3102,Yes,Yes,Yes,Yes,Yes,No,No,No
3103,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3104,Yes,Yes,Yes,Yes,No,No,No,No
3105,Yes,Yes,Yes,Yes,Yes,Yes,No,No
3106,Yes,Yes,Yes,Yes,Yes,No,No,No
3107,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3108,Yes,Yes,Yes,Yes,Yes,No,No,No
3109,Yes,Yes,Yes,Yes,Yes,No,No,No
3110,Yes,Yes,Yes,Yes,Yes,No,No,No
3111,Yes,Yes,Yes,Yes,Yes,No,No,No
3112,Yes,Yes,Yes,Yes,Yes,No,No,No
3113,Yes,Yes,Yes,Yes,Yes,No,No,No
3114,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3115,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3116,Yes,Yes,Yes,Yes,Yes,No,No,No
3117,Yes,No,Yes,No,No,No,No,No
3118,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3119,Yes,Yes,Yes,Yes,Yes,No,No,No
3120,Yes,Yes,Yes,Yes,Yes,No,No,No
3121,Yes,Yes,Yes,Yes,Yes,No,No,No
3122,Yes,Yes,Yes,Yes,Yes,No,No,No
3123,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3124,Yes,Yes,Yes,Yes,Yes,No,No,No
3125,Yes,Yes,Yes,Yes,Yes,No,No,No
3126,Yes,Yes,Yes,Yes,Yes,No,No,No
3127,Yes,Yes,Yes,Yes,Yes,No,No,No
3128,Yes,Yes,Yes,Yes,Yes,No,No,No
3129,Yes,Yes,Yes,Yes,Yes,No,No,No
3130,Yes,Yes,Yes,Yes,Yes,No,No,No
3131,Yes,Yes,Yes,Yes,Yes,No,No,No
3132,Yes,Yes,Yes,Yes,Yes,No,No,No
3133,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3134,Yes,Yes,Yes,Yes,Yes,No,No,No
3135,Yes,Yes,Yes,Yes,Yes,No,No,No
3136,Yes,Yes,Yes,Yes,Yes,No,No,No
3137,Yes,Yes,Yes,Yes,No,No,No,No
3138,Yes,Yes,Yes,Yes,Yes,No,No,No
3139,Yes,Yes,Yes,Yes,Yes,No,No,No
3140,Yes,No,Yes,No,Yes,No,No,No
3141,Yes,Yes,Yes,Yes,Yes,No,No,No
3142,No,Yes,Yes,Yes,Yes,No,No,No
3143,Yes,Yes,Yes,Yes,Yes,No,No,No
3144,Yes,Yes,Yes,No,No,No,No,No
3145,Yes,Yes,Yes,Yes,Yes,No,No,No
3146,Yes,Yes,Yes,Yes,Yes,No,No,No
3147,Yes,Yes,Yes,Yes,Yes,No,No,No
3148,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3149,Yes,Yes,Yes,Yes,Yes,No,No,No
3150,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3151,Yes,Yes,Yes,Yes,Yes,No,No,No
3152,Yes,Yes,Yes,Yes,Yes,No,No,No
3153,Yes,Yes,Yes,Yes,Yes,No,No,No
3154,Yes,Yes,Yes,Yes,Yes,No,No,No
3155,Yes,Yes,Yes,Yes,Yes,No,No,No
3156,Yes,Yes,Yes,Yes,Yes,No,No,No
3157,Yes,Yes,Yes,Yes,Yes,No,No,No
3158,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3159,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3160,Yes,Yes,Yes,Yes,Yes,No,No,No
3161,Yes,Yes,Yes,Yes,Yes,No,No,No
3162,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3163,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3164,Yes,Yes,Yes,Yes,Yes,No,No,No
3165,Yes,Yes,Yes,Yes,Yes,No,No,No
3166,Yes,Yes,Yes,Yes,Yes,No,No,No
3167,Yes,Yes,Yes,Yes,Yes,No,No,No
3168,Yes,Yes,Yes,Yes,Yes,No,No,No
3169,Yes,Yes,Yes,Yes,Yes,No,No,No
3170,Yes,Yes,Yes,Yes,Yes,No,No,No
3171,Yes,Yes,Yes,Yes,Yes,No,No,No
3172,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3173,Yes,Yes,Yes,No,Yes,No,No,No
3174,Yes,Yes,Yes,Yes,Yes,No,No,No
3175,Yes,Yes,Yes,Yes,Yes,No,No,No
3176,Yes,Yes,Yes,Yes,Yes,No,No,No
3177,Yes,Yes,Yes,Yes,Yes,No,No,No
3178,Yes,Yes,Yes,Yes,Yes,No,No,No
3179,Yes,Yes,Yes,Yes,Yes,No,No,No
3180,Yes,Yes,Yes,Yes,Yes,No,No,No
3181,Yes,Yes,Yes,Yes,Yes,No,No,No
3182,Yes,Yes,Yes,Yes,Yes,No,No,No
3183,Yes,Yes,Yes,Yes,Yes,No,No,No
3184,Yes,Yes,Yes,Yes,Yes,No,No,No
3185,Yes,Yes,Yes,Yes,Yes,No,No,No
3186,Yes,No,Yes,Yes,Yes,No,Yes,No
3187,Yes,Yes,Yes,Yes,Yes,No,No,No
3188,Yes,Yes,Yes,Yes,Yes,No,No,No
3189,Yes,Yes,Yes,Yes,Yes,No,No,No
3190,Yes,Yes,Yes,Yes,Yes,No,No,No
3191,Yes,Yes,Yes,Yes,Yes,No,No,No
3192,Yes,Yes,Yes,Yes,Yes,No,No,No
3193,Yes,Yes,Yes,Yes,Yes,No,No,No
3194,Yes,Yes,Yes,Yes,Yes,No,No,No
3195,Yes,Yes,Yes,Yes,Yes,No,No,No
3196,Yes,Yes,Yes,Yes,Yes,No,No,No
3197,Yes,Yes,Yes,Yes,Yes,No,No,No
3198,Yes,Yes,Yes,Yes,Yes,No,No,No
3199,Yes,Yes,Yes,Yes,Yes,No,No,No
3200,Yes,Yes,Yes,Yes,Yes,No,No,No
3201,Yes,Yes,Yes,Yes,Yes,No,No,No
3202,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3203,Yes,Yes,Yes,Yes,Yes,No,No,No
3204,Yes,Yes,Yes,Yes,No,No,Yes,No
3205,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3206,Yes,Yes,Yes,Yes,Yes,No,No,No
3207,Yes,Yes,Yes,Yes,Yes,No,No,No
3208,Yes,Yes,Yes,Yes,Yes,No,No,No
3209,Yes,Yes,Yes,Yes,Yes,No,No,No
3210,Yes,Yes,Yes,Yes,Yes,No,No,No
3211,Yes,Yes,Yes,Yes,Yes,No,No,No
3212,Yes,Yes,Yes,Yes,Yes,No,No,No
3213,Yes,Yes,Yes,Yes,Yes,No,No,No
3214,Yes,Yes,Yes,Yes,Yes,No,No,No
3215,Yes,Yes,Yes,Yes,Yes,No,No,No
3216,Yes,Yes,Yes,Yes,Yes,No,No,No
3217,Yes,Yes,Yes,Yes,Yes,No,No,No
3218,Yes,Yes,Yes,Yes,Yes,Yes,No,No
3219,Yes,Yes,Yes,Yes,Yes,No,No,No
3220,Yes,Yes,Yes,Yes,Yes,No,No,No
3221,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3222,Yes,Yes,Yes,Yes,Yes,No,No,No
3223,Yes,Yes,Yes,No,Yes,No,No,No
3224,Yes,Yes,Yes,Yes,Yes,No,No,No
3225,Yes,Yes,Yes,Yes,Yes,No,No,No
3226,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3227,Yes,Yes,Yes,Yes,Yes,No,No,No
3228,Yes,Yes,Yes,Yes,Yes,No,No,No
3229,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3230,Yes,Yes,Yes,Yes,Yes,No,No,No
3231,Yes,Yes,Yes,Yes,Yes,No,No,No
3232,Yes,Yes,Yes,Yes,Yes,No,No,No
3233,Yes,Yes,Yes,Yes,Yes,No,No,No
3234,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3235,Yes,Yes,Yes,Yes,No,No,No,No
3236,Yes,Yes,Yes,Yes,Yes,No,No,No
3237,Yes,Yes,No,Yes,No,No,Yes,No
3238,Yes,Yes,Yes,Yes,Yes,No,No,No
3239,Yes,Yes,Yes,Yes,Yes,No,No,No
3240,Yes,Yes,Yes,Yes,No,No,No,No
3241,Yes,Yes,Yes,Yes,Yes,No,No,No
3242,Yes,Yes,Yes,Yes,Yes,No,No,No
3243,Yes,Yes,Yes,Yes,Yes,No,No,No
3244,Yes,Yes,Yes,Yes,Yes,No,No,No
3245,Yes,Yes,Yes,Yes,Yes,No,No,No
3246,Yes,Yes,Yes,Yes,Yes,No,No,No
3247,Yes,Yes,Yes,Yes,No,No,Yes,No
3248,Yes,Yes,Yes,Yes,Yes,No,No,No
3249,Yes,Yes,Yes,Yes,Yes,No,No,No
3250,Yes,Yes,Yes,Yes,Yes,No,No,No
3251,Yes,Yes,Yes,Yes,Yes,No,No,No
3252,Yes,Yes,Yes,Yes,Yes,No,No,No
3253,Yes,Yes,Yes,Yes,Yes,No,No,No
3254,Yes,Yes,Yes,Yes,Yes,No,No,No
3255,Yes,Yes,Yes,Yes,Yes,No,No,No
3256,Yes,Yes,Yes,Yes,Yes,No,No,No
3257,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3258,Yes,Yes,Yes,Yes,Yes,No,No,No
3259,Yes,Yes,Yes,Yes,Yes,No,No,No
3260,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3261,Yes,Yes,Yes,Yes,Yes,No,No,No
3262,Yes,Yes,Yes,Yes,Yes,No,No,No
3263,Yes,Yes,Yes,Yes,Yes,No,No,No
3264,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3265,Yes,Yes,Yes,Yes,Yes,No,No,No
3266,Yes,Yes,Yes,Yes,Yes,No,No,No
3267,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3268,Yes,Yes,Yes,Yes,Yes,No,No,No
3269,Yes,Yes,Yes,Yes,Yes,Yes,No,No
3270,Yes,Yes,Yes,No,Yes,No,No,No
3271,Yes,Yes,Yes,Yes,Yes,No,No,No
3272,Yes,Yes,Yes,Yes,Yes,No,No,No
3273,Yes,Yes,Yes,Yes,Yes,No,No,No
3274,Yes,Yes,Yes,Yes,Yes,No,No,No
3275,Yes,Yes,Yes,Yes,Yes,No,No,No
3276,Yes,Yes,Yes,Yes,Yes,No,No,No
3277,Yes,Yes,Yes,Yes,Yes,No,No,No
3278,Yes,Yes,Yes,Yes,Yes,No,No,No
3279,Yes,Yes,Yes,Yes,Yes,No,No,No
3280,Yes,Yes,Yes,Yes,Yes,No,No,No
3281,Yes,Yes,Yes,Yes,Yes,No,No,No
3282,No,Yes,Yes,Yes,No,No,No,No
3283,Yes,Yes,Yes,Yes,Yes,No,No,No
3284,Yes,Yes,Yes,Yes,Yes,No,No,No
3285,Yes,Yes,Yes,Yes,Yes,No,No,No
3286,Yes,Yes,Yes,Yes,Yes,No,No,No
3287,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3288,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3289,Yes,Yes,Yes,Yes,Yes,No,No,No
3290,Yes,Yes,Yes,Yes,Yes,No,No,No
3291,Yes,Yes,Yes,Yes,Yes,No,No,No
3292,Yes,Yes,Yes,Yes,Yes,No,No,No
3293,Yes,Yes,Yes,Yes,Yes,No,No,No
3294,Yes,Yes,Yes,Yes,Yes,No,No,No
3295,Yes,Yes,Yes,Yes,Yes,No,No,No
3296,Yes,Yes,Yes,Yes,Yes,No,No,No
3297,Yes,Yes,Yes,Yes,Yes,No,No,No
3298,Yes,Yes,Yes,Yes,Yes,No,No,No
3299,Yes,Yes,Yes,Yes,Yes,No,No,No
3300,Yes,Yes,Yes,Yes,Yes,No,No,No
3301,Yes,Yes,Yes,Yes,No,No,No,No
3302,Yes,Yes,Yes,Yes,Yes,No,No,No
3303,Yes,Yes,Yes,Yes,Yes,No,No,No
3304,Yes,Yes,Yes,Yes,Yes,Yes,No,No
3305,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3306,Yes,Yes,Yes,No,Yes,No,No,No
3307,Yes,Yes,Yes,Yes,No,No,No,No
3308,Yes,Yes,Yes,Yes,Yes,No,No,No
3309,Yes,Yes,Yes,Yes,Yes,No,No,No
3310,Yes,Yes,Yes,Yes,Yes,No,No,No
3311,Yes,Yes,Yes,Yes,Yes,No,No,No
3312,Yes,Yes,Yes,Yes,Yes,No,No,No
3313,Yes,Yes,Yes,Yes,Yes,No,No,No
3314,Yes,Yes,Yes,Yes,Yes,No,No,No
3315,Yes,Yes,Yes,Yes,Yes,No,No,No
3316,Yes,Yes,Yes,Yes,Yes,Yes,No,No
3317,Yes,Yes,Yes,Yes,Yes,No,No,No
3318,Yes,Yes,Yes,Yes,Yes,No,No,No
3319,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3320,Yes,Yes,Yes,Yes,Yes,No,No,No
3321,Yes,Yes,Yes,Yes,Yes,No,No,No
3322,Yes,Yes,Yes,Yes,Yes,No,No,No
3323,Yes,Yes,Yes,Yes,Yes,No,No,No
3324,Yes,Yes,Yes,Yes,Yes,No,No,No
3325,Yes,Yes,Yes,Yes,Yes,No,No,No
3326,Yes,Yes,Yes,Yes,No,No,No,No
3327,Yes,Yes,Yes,Yes,Yes,No,No,No
3328,Yes,Yes,Yes,Yes,Yes,No,No,No
3329,Yes,Yes,Yes,Yes,Yes,No,No,No
3330,Yes,Yes,Yes,Yes,Yes,No,No,No
3331,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3332,Yes,Yes,Yes,Yes,Yes,No,No,No
3333,Yes,Yes,Yes,Yes,Yes,No,No,No
3334,Yes,Yes,Yes,Yes,Yes,No,No,No
3335,Yes,Yes,Yes,Yes,Yes,No,No,No
3336,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3337,Yes,Yes,Yes,Yes,Yes,No,No,No
3338,Yes,Yes,Yes,Yes,Yes,No,No,No
3339,Yes,Yes,Yes,Yes,Yes,No,No,No
3340,Yes,Yes,Yes,Yes,Yes,No,No,No
3341,Yes,Yes,Yes,Yes,Yes,No,No,No
3342,Yes,Yes,Yes,Yes,Yes,No,No,No
3343,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3344,Yes,Yes,Yes,Yes,Yes,No,No,No
3345,Yes,Yes,Yes,Yes,Yes,No,No,No
3346,Yes,No,Yes,No,No,No,No,No
3347,Yes,Yes,Yes,Yes,Yes,No,No,No
3348,No,Yes,Yes,Yes,No,No,No,No
3349,Yes,Yes,Yes,Yes,Yes,No,No,No
3350,Yes,Yes,Yes,Yes,Yes,No,No,No
3351,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3352,Yes,Yes,Yes,Yes,Yes,No,No,No
3353,Yes,Yes,Yes,Yes,Yes,No,No,No
3354,Yes,Yes,Yes,Yes,Yes,No,No,No
3355,Yes,Yes,Yes,Yes,Yes,No,No,No
3356,Yes,Yes,Yes,Yes,Yes,No,No,No
3357,Yes,Yes,Yes,Yes,Yes,No,No,No
3358,Yes,Yes,Yes,No,Yes,No,No,No
3359,Yes,Yes,Yes,Yes,Yes,No,No,No
3360,Yes,Yes,Yes,Yes,Yes,No,No,No
3361,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3362,Yes,Yes,Yes,Yes,Yes,No,No,No
3363,Yes,Yes,Yes,Yes,Yes,No,No,No
3364,Yes,Yes,Yes,Yes,Yes,No,No,No
3365,Yes,Yes,Yes,Yes,Yes,No,No,No
3366,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3367,Yes,Yes,Yes,Yes,Yes,No,No,No
3368,Yes,Yes,Yes,No,No,No,No,No
3369,Yes,Yes,Yes,Yes,Yes,No,No,No
3370,Yes,Yes,Yes,Yes,Yes,No,No,No
3371,Yes,Yes,Yes,Yes,Yes,No,No,No
3372,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3373,Yes,Yes,Yes,Yes,Yes,No,No,No
3374,Yes,Yes,Yes,Yes,Yes,No,No,No
3375,Yes,Yes,Yes,Yes,Yes,No,No,No
3376,Yes,Yes,Yes,Yes,Yes,No,No,No
3377,Yes,Yes,Yes,Yes,Yes,No,No,No
3378,Yes,Yes,Yes,Yes,Yes,No,No,No
3379,Yes,Yes,Yes,No,Yes,No,No,No
3380,Yes,Yes,Yes,Yes,Yes,No,No,No
3381,Yes,Yes,Yes,Yes,Yes,No,No,No
3382,Yes,Yes,Yes,Yes,Yes,No,No,No
3383,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3384,Yes,Yes,Yes,Yes,Yes,No,No,No
3385,Yes,Yes,Yes,Yes,Yes,No,No,No
3386,Yes,Yes,Yes,Yes,Yes,No,No,No
3387,Yes,Yes,Yes,Yes,Yes,No,No,No
3388,Yes,Yes,Yes,Yes,Yes,No,No,No
3389,Yes,Yes,Yes,Yes,Yes,No,No,No
3390,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3391,Yes,Yes,Yes,Yes,Yes,No,No,No
3392,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3393,Yes,Yes,Yes,Yes,No,No,No,No
3394,Yes,Yes,Yes,Yes,Yes,No,No,No
3395,Yes,Yes,Yes,Yes,Yes,No,No,No
3396,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3397,Yes,Yes,Yes,Yes,Yes,No,No,No
3398,Yes,Yes,Yes,Yes,Yes,No,No,No
3399,Yes,Yes,Yes,Yes,Yes,No,No,No
3400,Yes,Yes,Yes,Yes,Yes,No,No,No
3401,Yes,Yes,Yes,Yes,Yes,No,No,No
3402,Yes,Yes,Yes,Yes,Yes,No,No,No
3403,Yes,Yes,Yes,Yes,Yes,No,No,No
3404,Yes,Yes,Yes,Yes,Yes,No,No,No
3405,Yes,Yes,Yes,Yes,Yes,No,No,No
3406,Yes,Yes,Yes,Yes,Yes,No,No,No
3407,Yes,No,Yes,Yes,Yes,No,No,No
3408,Yes,Yes,Yes,Yes,Yes,No,No,No
3409,Yes,Yes,Yes,No,Yes,No,No,No
3410,Yes,Yes,Yes,Yes,Yes,No,No,No
3411,Yes,Yes,Yes,Yes,Yes,No,No,No
3412,Yes,Yes,Yes,Yes,Yes,No,No,No
3413,Yes,Yes,Yes,Yes,Yes,No,No,No
3414,Yes,Yes,Yes,Yes,Yes,No,No,No
3415,Yes,Yes,Yes,Yes,Yes,No,No,No
3416,Yes,Yes,Yes,Yes,Yes,No,No,No
3417,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3418,Yes,Yes,Yes,Yes,Yes,No,No,No
3419,Yes,Yes,Yes,Yes,Yes,No,No,No
3420,Yes,Yes,Yes,Yes,Yes,No,No,No
3421,Yes,Yes,Yes,Yes,Yes,No,No,No
3422,Yes,Yes,Yes,Yes,Yes,No,No,No
3423,Yes,Yes,Yes,Yes,Yes,No,No,No
3424,Yes,Yes,Yes,Yes,Yes,No,No,No
3425,Yes,Yes,Yes,Yes,Yes,No,No,No
3426,Yes,Yes,Yes,Yes,Yes,No,No,No
3427,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3428,Yes,Yes,Yes,Yes,Yes,No,No,No
3429,Yes,Yes,Yes,Yes,Yes,No,No,No
3430,No,No,No,No,No,No,No,No
3431,Yes,Yes,Yes,Yes,Yes,No,No,No
3432,Yes,Yes,Yes,Yes,Yes,No,No,No
3433,Yes,Yes,Yes,Yes,No,No,No,No
3434,Yes,Yes,Yes,Yes,No,No,No,No
3435,Yes,Yes,Yes,Yes,No,No,No,No
3436,Yes,Yes,Yes,Yes,No,No,No,Yes
3437,Yes,Yes,No,Yes,No,No,No,No
3438,Yes,Yes,Yes,Yes,No,No,No,No
3439,Yes,Yes,No,Yes,No,No,No,No
3440,Yes,Yes,Yes,Yes,No,No,Yes,Yes
3441,Yes,Yes,Yes,Yes,No,No,No,No
3442,Yes,Yes,No,Yes,No,No,No,No
3443,Yes,Yes,Yes,No,No,No,No,No
3444,Yes,Yes,Yes,Yes,No,No,No,No
3445,Yes,Yes,Yes,Yes,No,No,No,No
3446,Yes,Yes,No,Yes,No,No,No,No
3447,Yes,Yes,Yes,Yes,No,No,No,No
3448,Yes,Yes,No,Yes,No,No,No,No
3449,Yes,Yes,Yes,Yes,No,No,No,No
3450,Yes,Yes,Yes,Yes,No,No,No,No
3451,Yes,Yes,No,Yes,No,No,No,No
3452,Yes,Yes,Yes,Yes,No,No,No,No
3453,Yes,Yes,Yes,Yes,No,No,No,No
3454,Yes,Yes,Yes,No,No,No,No,No
3455,No,Yes,Yes,No,No,No,No,No
3456,Yes,Yes,No,Yes,No,No,No,No
3457,Yes,Yes,Yes,Yes,No,No,No,No
3458,Yes,Yes,Yes,Yes,No,No,No,Yes
3459,Yes,Yes,Yes,Yes,No,No,No,No
3460,Yes,Yes,Yes,Yes,Yes,No,No,No
3461,Yes,Yes,No,Yes,No,No,Yes,No
3462,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3463,Yes,Yes,Yes,Yes,No,No,No,No
